name,forecast_date,horizon_months,horizon_bucket,scenario,scenario_label,metric_name,current_value,forecast_value,implied_cagr_pct,probability_pct,confidence_score,assumptions
Figure AI,2026-07-06,1,short_term,bear,Pessimistic,valuation_latest,39000000000.0,40706862458.86159,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Hugging Face,2026-07-06,36,long_term,bear,Pessimistic,valuation_latest,4500000000.0,8831317536.0,25.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Hugging Face,2026-07-06,36,long_term,base,Base,valuation_latest,4500000000.0,12884795999.999998,42.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Hugging Face,2026-07-06,36,long_term,bull,Optimistic,valuation_latest,4500000000.0,24366101472.000008,75.60000000000001,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Hugging Face,2026-07-06,60,long_term,bear,Pessimistic,valuation_latest,4500000000.0,13843125562.950144,25.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Hugging Face,2026-07-06,60,long_term,base,Base,valuation_latest,4500000000.0,25980902654.399994,42.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Hugging Face,2026-07-06,60,long_term,bull,Optimistic,valuation_latest,4500000000.0,75133751068.56503,75.60000000000001,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,1,short_term,bear,Pessimistic,valuation_latest,13000000000.0,13568954152.953863,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,1,short_term,base,Base,valuation_latest,13000000000.0,13840061099.061651,112.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,1,short_term,bull,Optimistic,valuation_latest,13000000000.0,14252661268.663633,201.6,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,2,short_term,bear,Pessimistic,valuation_latest,13000000000.0,14162808984.997221,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,2,short_term,base,Base,valuation_latest,13000000000.0,14734407017.366121,112.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,2,short_term,bull,Optimistic,valuation_latest,13000000000.0,15626027172.251116,201.6,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,3,short_term,bear,Pessimistic,valuation_latest,13000000000.0,14782654291.882334,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,3,short_term,base,Base,valuation_latest,13000000000.0,15686545644.522299,112.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,3,short_term,bull,Optimistic,valuation_latest,13000000000.0,17131728635.463774,201.6,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,6,short_term,bear,Pessimistic,valuation_latest,13000000000.0,16809759070.254398,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,6,short_term,base,Base,valuation_latest,13000000000.0,18928285712.12935,112.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,6,short_term,bull,Optimistic,valuation_latest,13000000000.0,22576625079.936108,201.6,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,12,long_term,bear,Pessimistic,valuation_latest,13000000000.0,21736000000.000004,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,12,long_term,base,Base,valuation_latest,13000000000.0,27560000000.0,112.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,12,long_term,bull,Optimistic,valuation_latest,13000000000.0,39208000000.0,201.6,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,36,long_term,bear,Pessimistic,valuation_latest,13000000000.0,60764813824.000015,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,36,long_term,base,Base,valuation_latest,13000000000.0,123865664000.00002,112.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,36,long_term,bull,Optimistic,valuation_latest,13000000000.0,356646005248.0,201.6,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,60,long_term,bear,Pessimistic,valuation_latest,13000000000.0,169873141289.3533,67.2,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,60,long_term,base,Base,valuation_latest,13000000000.0,556701840281.6001,112.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Baseten,2026-07-06,60,long_term,bull,Optimistic,valuation_latest,13000000000.0,3244143365113.1514,201.6,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,1,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1013025171.7763363,16.8,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,1,short_term,base,Base,valuation_latest,1000000000.0,1020784728.4895002,28.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,1,short_term,bull,Optimistic,valuation_latest,1000000000.0,1034595661.8002732,50.4,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,2,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1026219998.6524758,16.8,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,2,short_term,base,Base,valuation_latest,1000000000.0,1042001461.9173827,28.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,2,short_term,bull,Optimistic,valuation_latest,1000000000.0,1070388183.4159454,50.4,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,3,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1039586690.415236,16.8,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,3,short_term,base,Base,valuation_latest,1000000000.0,1063659179.3889978,28.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,3,short_term,bull,Optimistic,valuation_latest,1000000000.0,1107418971.0044122,50.4,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,6,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1080740486.8885036,16.8,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,6,short_term,base,Base,valuation_latest,1000000000.0,1131370849.8984761,28.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,6,short_term,bull,Optimistic,valuation_latest,1000000000.0,1226376777.3404713,50.4,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,12,long_term,bear,Pessimistic,valuation_latest,1000000000.0,1168000000.0,16.8,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,12,long_term,base,Base,valuation_latest,1000000000.0,1280000000.0,28.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,12,long_term,bull,Optimistic,valuation_latest,1000000000.0,1504000000.0,50.4,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,36,long_term,bear,Pessimistic,valuation_latest,1000000000.0,1593413631.9999995,16.8,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,36,long_term,base,Base,valuation_latest,1000000000.0,2097152000.0000002,28.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,36,long_term,bull,Optimistic,valuation_latest,1000000000.0,3402072064.0,50.4,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,60,long_term,bear,Pessimistic,valuation_latest,1000000000.0,2173773118.7015676,16.8,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,60,long_term,base,Base,valuation_latest,1000000000.0,3435973836.8000007,28.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Kayrros,2026-07-06,60,long_term,bull,Optimistic,valuation_latest,1000000000.0,7695541441.921023,50.4,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,1,short_term,bear,Pessimistic,valuation_latest,29300000000.0,30909863493.29361,90.0,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,1,short_term,base,Base,valuation_latest,29300000000.0,31624909235.26864,150.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,1,short_term,bull,Optimistic,valuation_latest,29300000000.0,32675163097.133163,270.0,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,2,short_term,bear,Pessimistic,valuation_latest,29300000000.0,32608179562.254093,90.0,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,2,short_term,base,Base,valuation_latest,29300000000.0,34134296386.995888,150.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,2,short_term,bull,Optimistic,valuation_latest,29300000000.0,36439122301.16904,270.0,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,3,short_term,bear,Pessimistic,valuation_latest,29300000000.0,34399808158.159744,90.0,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,3,short_term,base,Base,valuation_latest,29300000000.0,36842799489.71001,150.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,3,short_term,bull,Optimistic,valuation_latest,29300000000.0,40636664310.82186,270.0,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,6,short_term,bear,Pessimistic,valuation_latest,29300000000.0,40387262843.62435,90.0,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,6,short_term,base,Base,valuation_latest,29300000000.0,46327367721.46676,150.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,6,short_term,bull,Optimistic,valuation_latest,29300000000.0,56359675300.697044,270.0,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,12,long_term,bear,Pessimistic,valuation_latest,29300000000.0,55670000000.0,90.0,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,12,long_term,base,Base,valuation_latest,29300000000.0,73250000000.0,150.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,12,long_term,bull,Optimistic,valuation_latest,29300000000.0,108410000000.0,270.0,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,36,long_term,bear,Pessimistic,valuation_latest,29300000000.0,200968699999.99997,90.0,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,36,long_term,base,Base,valuation_latest,29300000000.0,457812500000.0,150.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,36,long_term,bull,Optimistic,valuation_latest,29300000000.0,1484132900000.0002,270.0,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,60,long_term,bear,Pessimistic,valuation_latest,29300000000.0,725497006999.9998,90.0,35,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,60,long_term,base,Base,valuation_latest,29300000000.0,2861328125000.0,150.0,45,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Anysphere,2026-07-06,60,long_term,bull,Optimistic,valuation_latest,29300000000.0,20317779401000.004,270.0,20,2,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,1,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1029652540.45708,42.0,35,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,1,short_term,base,Base,valuation_latest,1000000000.0,1045211252.9529433,70.0,45,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,1,short_term,bull,Optimistic,valuation_latest,1000000000.0,1070308653.1594832,126.0,20,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,2,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1060184354.0697187,42.0,35,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,2,short_term,base,Base,valuation_latest,1000000000.0,1092466563.2994616,70.0,45,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,2,short_term,bull,Optimistic,valuation_latest,1000000000.0,1145560613.028067,126.0,20,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,3,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1091621513.520734,42.0,35,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,3,short_term,base,Base,valuation_latest,1000000000.0,1141858345.4354265,70.0,45,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,3,short_term,bull,Optimistic,valuation_latest,1000000000.0,1226103436.8426225,126.0,20,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,6,short_term,bear,Pessimistic,valuation_latest,1000000000.0,1191637528.7812984,42.0,35,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,6,short_term,base,Base,valuation_latest,1000000000.0,1303840481.0405297,70.0,45,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,6,short_term,bull,Optimistic,valuation_latest,1000000000.0,1503329637.8372908,126.0,20,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,12,long_term,bear,Pessimistic,valuation_latest,1000000000.0,1420000000.0,42.0,35,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,12,long_term,base,Base,valuation_latest,1000000000.0,1700000000.0,70.0,45,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,12,long_term,bull,Optimistic,valuation_latest,1000000000.0,2260000000.0,126.0,20,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,36,long_term,bear,Pessimistic,valuation_latest,1000000000.0,2863287999.9999995,42.0,35,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,36,long_term,base,Base,valuation_latest,1000000000.0,4912999999.999999,70.0,45,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,36,long_term,bull,Optimistic,valuation_latest,1000000000.0,11543175999.999998,126.0,20,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,60,long_term,bear,Pessimistic,valuation_latest,1000000000.0,5773533923.199999,42.0,35,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,60,long_term,base,Base,valuation_latest,1000000000.0,14198569999.999998,70.0,45,1,Scenario forecast based on benchmark growth proxies; not a prediction.
Nous Research,2026-07-06,60,long_term,bull,Optimistic,valuation_latest,1000000000.0,58957925737.59997,126.0,20,1,Scenario forecast based on benchmark growth proxies; not a prediction.
